Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Train < Test,Best_C,Best_Kernel,Best_Gamma
SLB,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.19822126527554249,-0.16675288399623842,0,0.5,linear,scale
CMCSA,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.002828324548920425,-0.1061532945526366,0,0.1,linear,scale
EXAS,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.21773038699834224,0.7292333538172524,1,0.1,linear,scale
BAX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.06214403091682812,-0.19671140655728878,0,0.2,linear,scale
NEE,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.03875208392472519,0.0377710079102515,0,0.3,linear,scale
BKR,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.0646615833723994,0.00773445130924179,0,0.9,linear,scale
AMD,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.09747487965154177,0.02755112808706075,1,0.2,linear,scale
LEN,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.06945502199446088,-0.010936239899986164,0,0.2,linear,scale
KO,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.012113538670041396,0.06362601271753389,1,0.1,linear,scale
CPRT,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.07431173824632699,-0.21142786154411894,0,0.1,linear,scale
BP,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.1525754817519433,-0.12352962713354931,0,0.4,linear,scale
XOM,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.04922512612182241,0.02651067141654514,0,0.6,linear,scale
JHX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.10946098721372466,0.32108996289577324,1,0.3,linear,scale
ABT,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.025564020903025696,0.09584020603560789,1,0.1,linear,scale
ITUB,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.5568834268193508,0.078476958454335,0,0.5,linear,scale
^VIX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.8047713708389252,0.20474910898892434,1,0.7,linear,scale
APA,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.21256391815585532,0.1498944818303611,0,0.9,linear,scale
SHEL,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.022056117523016294,-0.21734015671137694,0,0.2,linear,scale
CNQ,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.3129894591364197,-0.1099218720067093,0,0.2,linear,scale
TEVA,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.06670925523482094,0.08067909554942046,1,0.1,linear,scale
BCS,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.09808249043606349,-0.005439180860845916,0,1.0,linear,scale
LYG,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.0014469967225209204,-0.1582703158229308,0,0.4,linear,scale
TSCO,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.13997017541454318,-0.04148243285926412,0,1.0,linear,scale
VZ,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.05035628525811532,0.0514241190910734,1,0.9,linear,scale
BMY,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.18723285764571254,0.0029215852983680117,1,0.7,linear,scale
NEM,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.30375486918068995,-0.08599340766272649,1,0.8,linear,scale
USB,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.03555726597228412,0.0829421153653338,1,0.2,linear,scale
CLF,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.36701199023210873,-0.1636929751590166,0,0.2,linear,scale
BBD,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.5014722021560353,-0.28708800297201775,0,0.8,linear,scale
DIS,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.06399555862189328,-0.0179370840673971,1,0.8,linear,scale
LUV,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.122872439444525,-0.3087317610044396,0,0.2,linear,scale
WIT,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.479258529338338,0.08637389585421618,1,0.7,linear,scale
BSX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.33493390572597026,0.05183350049239369,0,0.8,linear,scale
BB,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.34120818285139426,-0.44501770918250844,0,0.3,linear,scale
LNW,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.15367550379211536,-0.0227734625172145,0,0.1,linear,scale
CVX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.013643338063131276,-0.110448079265304,0,0.1,linear,scale
BBWI,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.09049407659100439,-0.19076400652709552,0,0.3,linear,scale
FAST,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.017831733409507885,-0.09549245602670708,0,0.1,linear,scale
CCJ,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.5716825152618782,-0.08697156516235255,0,0.1,linear,scale
GOOG,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.028417269796107175,0.04761478285301117,1,1.0,linear,scale
ES,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.027237582586527802,0.12556696480904952,1,0.2,linear,scale
KR,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.1421059133384589,-0.0419254472959991,1,0.1,linear,scale
HPQ,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.2526078222800741,0.055477144657398475,1,1.0,rbf,0.01
IRM,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.24036636418525112,-0.0309635974414054,0,0.1,linear,scale
ON,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.2997717628691227,-0.1918835384966182,0,0.4,linear,scale
AZN,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.0313714549749386,0.1595514803337218,1,0.5,linear,scale
TGT,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.053535374554615524,-0.061747300763323,0,0.6,linear,scale
HST,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.193773606566657,-0.12167063819803783,0,0.2,linear,scale
T,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.2391538252100939,0.08042107576596746,0,0.8,linear,scale
GOOGL,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.0284193040829109,0.047614232387351824,1,1.0,linear,scale
LUMN,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.07393617000855031,-0.07549436004693459,0,0.2,linear,scale
VALE,2006-02-09,2006-08-09,2006-08-10,2007-02-09,0.24015880978674864,0.27576323216716764,1,0.2,linear,scale
TJX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.1375033061003401,-0.18193959573883434,0,0.1,linear,scale
CRM,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.033657103010371836,0.4780566828297322,1,0.2,linear,scale
NFLX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.51832414463816,0.15568849851215172,1,0.2,linear,scale
LRCX,2006-02-09,2006-08-09,2006-08-10,2007-02-09,-0.15258554127412324,-0.5251089359215313,0,0.2,linear,scale
CDE,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.5122265536413174,-0.0924862855970564,1,0.2,linear,scale
ORCL,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.4175823665688816,-0.3103705922267383,1,0.2,linear,scale
AMZN,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.3017134444837445,-0.8570965205175961,0,0.3,linear,scale
ASX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.04303955443198763,0.04418068005128909,1,1.0,linear,scale
PTEN,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.05375538502710051,-0.18262077246964734,0,0.9,linear,scale
FHN,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.018487660037360302,0.12311869701487578,1,0.1,linear,scale
KMB,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.045681250211933096,-0.029592835041885698,1,0.1,linear,scale
OXY,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.11584432687123791,-0.16032669497521448,0,0.5,linear,scale
ERIC,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.15182072459139048,-0.056917308295050636,0,0.2,linear,scale
AES,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.03883464635192027,-0.046808993835423314,0,0.1,linear,scale
MSTR,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.1932301166745863,0.21944404309027848,1,1.0,linear,scale
MRK,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.0014421913851889925,-0.07138192222668512,0,0.5,linear,scale
NVDA,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.24972150230250453,-0.2952752747672511,0,0.1,linear,scale
CAG,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.006157824030143594,0.04744994120982009,1,0.9,linear,scale
MCHP,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.12808394372593312,0.18271028310776494,1,0.1,linear,scale
FE,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.02035253588156491,0.09867150978391157,1,0.3,linear,scale
BA,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.06545783029978301,0.10887699484333022,1,0.3,linear,scale
NVO,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.10580302795555128,0.15970226821450262,1,0.1,linear,scale
EQT,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.10332363934731886,-0.01647533395399818,0,0.1,linear,scale
INFY,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.0721449271457621,-0.16876324671958673,0,0.1,linear,scale
UMC,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.3408568487733223,-0.308487203627431,1,0.2,linear,scale
JNJ,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.09973104010281701,-0.09343165181963518,0,0.5,linear,scale
PBR-A,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.022094369305239198,-0.5715126396636003,0,0.9,linear,scale
KEY,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.0573639540149278,-0.1123554755594515,0,0.4,linear,scale
CNC,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.15492624665928517,-0.05100483284979798,0,0.2,linear,scale
MDLZ,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.1262969768928942,-0.23709269605325634,0,0.1,linear,scale
MDT,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.019570280986039988,-0.06308919936453164,0,0.1,linear,scale
GAP,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.1016717269198832,-0.0357161848486514,1,0.5,linear,scale
MSFT,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.034682423141216195,0.0085938604029152,1,1.0,linear,scale
GSK,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.16961836916233522,0.003982673101908815,0,0.1,linear,scale
TXN,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.01574523349851823,-0.067371514828088,0,0.8,linear,scale
GGB,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.15374490594573928,0.1529229136422812,0,0.9,linear,scale
KGC,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.12749248204716615,-0.30351894214779235,0,0.1,linear,scale
PLUG,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.16201849610694669,-0.7197449218547481,0,0.1,linear,scale
INTC,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.11697940429145418,0.032065006844414976,0,0.4,linear,scale
ABEV,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.02356838792081543,-0.1071802866694783,0,0.9,linear,scale
FCX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.09704279834136151,0.07399099799071433,1,0.3,linear,scale
EQNR,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.20340537501871292,0.11550954567794344,0,1.0,linear,scale
NKE,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.031342770549528214,-0.1433887065087237,0,0.1,linear,scale
AAPL,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.13488183757589334,0.13687460096426945,1,0.7,linear,scale
AMAT,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.048606430420717196,-0.07919396477047501,0,0.1,linear,scale
IAG,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.1359538088166519,0.27372870041678,1,0.4,linear,scale
HBAN,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.018219345084978397,-0.203478370609854,0,0.1,linear,scale
F,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.33705261515428947,-0.1004217593880986,0,0.1,linear,scale
BAC,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.0328117956964939,-0.1544223674301746,0,0.4,linear,scale
TU,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.1552731624368906,0.005559382690566873,1,0.3,linear,scale
MRVL,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.24080187429642502,-0.1986758579005543,0,0.2,linear,scale
QCOM,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.18772338274580477,-0.005294372270786161,0,0.2,linear,scale
EXC,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.059599482018801296,-0.24086946429645478,0,0.9,linear,scale
PBR,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.04408029181729904,-0.14650291841954588,0,0.3,linear,scale
TSM,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.05220842119215951,-0.33830000596512017,0,0.2,linear,scale
CTRA,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.002121070413327194,0.04181138833288791,1,0.5,linear,scale
VTRS,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.107055923294458,-0.07848851329864577,0,0.1,linear,scale
MU,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.18274818552399824,0.008994316200127736,0,0.8,linear,scale
C,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.093790492341488,-0.11097703813173292,0,0.3,linear,scale
DVN,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.2617313487370727,-0.011766762682018901,1,0.3,linear,scale
WMT,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.1508173902425615,-0.05714663598028701,0,0.9,linear,scale
APH,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.012840915999749094,-0.20761153915980252,0,0.3,linear,scale
MS,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.0050796878294204,-0.11388972709054386,0,0.3,linear,scale
PPL,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.046391623396712,-0.18641769156318821,0,0.4,linear,scale
SONY,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.16031972294801997,-0.11646959288207888,0,0.5,linear,scale
WFC,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.031590006330421305,-0.29029175421822556,0,0.4,linear,scale
PFE,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.0393849831327861,0.014894463589388708,1,0.2,linear,scale
PCG,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.0813973377738551,-0.0013522058497021788,1,0.2,linear,scale
RIG,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.20575464304520705,-0.11295655445113381,1,0.3,linear,scale
CCL,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.1438875716188892,0.13334561543118184,0,1.0,rbf,scale
B,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.18606673707559315,0.02760879893408171,1,0.8,rbf,0.01
CSCO,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.017964538054724807,-0.0772925807869209,0,0.9,linear,scale
HAL,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.0851558854482023,0.06270805536856609,0,0.1,linear,scale
LOW,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.10048894680733943,-0.1897218045084232,0,0.2,linear,scale
CSX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.05158783460243501,-0.03146338930246416,0,0.9,linear,scale
WDC,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.031050885151730975,-0.06903701094469678,0,0.9,linear,scale
NOK,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.17807981404302736,-0.08292875693446963,0,0.6,linear,scale
HD,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.18145028748580622,0.03870616714209689,0,0.4,linear,scale
MNST,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.6173906911968732,-0.37444343660957036,1,0.3,linear,scale
SBUX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.22646527449988713,0.2361743147073342,1,0.3,linear,scale
RF,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.004128387470904495,-0.09948674370397843,0,0.6,linear,scale
IPG,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.17804494927360537,-0.2032463565609288,0,0.1,linear,scale
VLY,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.10958095173646469,-0.0255859477034473,1,0.1,linear,scale
UNH,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.31466867999236975,-0.06188669677615678,0,0.4,linear,scale
NGD,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.08296703827702243,-0.23608162239835664,0,0.2,linear,scale
HL,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.22849256260729237,-0.35290468388774476,0,0.2,linear,scale
SLB,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.09444863623168592,-0.20655183085201498,0,0.1,linear,scale
CMCSA,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.20309214388987773,0.004191051997565398,1,0.7,linear,scale
EXAS,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.30781236435768206,-0.11875561289966177,0,0.5,linear,scale
BAX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.12855403286598,-0.1236886094340913,1,0.1,linear,scale
NEE,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.007084410088247606,-0.2002472300409141,0,0.1,linear,scale
BKR,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.006376174239850357,-0.03348066879771481,0,0.6,linear,scale
AMD,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.2609472479198178,0.029577940386256708,1,1.0,rbf,auto
LEN,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.08741328690404672,0.5519565202062964,1,0.3,linear,scale
KO,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.07151639839181549,-0.09364523957751329,0,0.1,linear,scale
CPRT,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.0923214987474638,0.10732438061106189,1,0.1,linear,scale
BP,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.13258537359945946,0.0862068359419956,1,0.1,linear,scale
XOM,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.010765367107090132,-0.16563456908822421,0,0.6,linear,scale
JHX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.16010565198757787,-0.01869425036779793,0,0.6,linear,scale
ABT,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.0982899202174877,-0.09159292122465301,0,0.1,linear,scale
ITUB,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.022784273869939115,-0.4515159577637122,0,0.1,linear,scale
^VIX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.6178361724982682,-0.024359177099332108,0,0.2,linear,scale
APA,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.0502744566035775,0.2509025701311669,1,0.4,linear,scale
SHEL,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.29872594610827957,0.024098343226072794,1,0.1,linear,scale
CNQ,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.005068509480891087,-0.027082426639639102,0,0.1,linear,scale
TEVA,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.16715230242878473,0.1990666155611768,1,1.0,linear,scale
BCS,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.020075151912076383,0.032399983875744186,1,0.4,linear,scale
LYG,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.0424547961114228,-0.016965302660919307,0,0.8,linear,scale
TSCO,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.1742486876439126,-0.025196130268018105,1,0.6,linear,scale
VZ,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.002522348285355906,0.0056195969097765554,1,0.3,linear,scale
BMY,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.019102775306940212,-0.2510054817615259,0,0.3,linear,scale
NEM,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.3036854024603159,0.06170191480809727,1,0.7,linear,scale
USB,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.0460726590258015,-0.008381454164450703,0,0.2,linear,scale
CLF,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.010582566984873809,-0.1869295912593262,0,0.1,linear,scale
BBD,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.14840174131634878,-0.08690736414970268,1,0.1,linear,scale
DIS,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.019330076521016093,-0.16491910615321803,0,0.3,linear,scale
LUV,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.18990676677274004,-0.07231937805885852,1,0.9,linear,scale
WIT,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.028394606224828728,-0.00012691664393306434,0,0.8,linear,scale
BSX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.03087409440011088,-0.05720005648352936,0,0.4,linear,scale
BB,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.11296564665242796,0.09407535961073096,1,0.7,linear,scale
LNW,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.045263510978833785,-0.0021697764495153885,0,0.2,linear,scale
CVX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.043116613083461985,0.0029464025654463016,0,0.7,linear,scale
BBWI,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.2089138836861918,0.12615968587890763,1,0.2,linear,scale
FAST,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.0030868832431376197,0.05928797139855032,1,0.1,linear,scale
CCJ,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.06968203930820416,0.28301625668555236,1,0.1,linear,scale
GOOG,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.07711279092100277,0.04158845490323464,0,0.3,linear,scale
ES,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.0397958119108582,0.17142969248846823,1,1.0,linear,scale
KR,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.07036407889540253,-0.10565266732349403,0,0.7,rbf,0.01
HPQ,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.0021765266393241056,-0.06812190425611829,0,0.2,linear,scale
IRM,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-1.369741663360724e-05,0.24314336209672094,1,0.4,linear,scale
ON,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.26883345512154816,-0.3184859218658916,0,0.1,linear,scale
AZN,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.0421181395128253,-0.23037173025369628,0,0.2,linear,scale
TGT,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.11763349007882279,0.1730121656666235,1,0.3,linear,scale
HST,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.006322832421687707,0.1446431692824064,1,0.4,linear,scale
T,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.13016114695738767,-0.20173659878711694,0,0.9,linear,scale
GOOGL,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.07711121056871918,0.04158853632455899,0,0.3,linear,scale
LUMN,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.022400039489826697,0.0917969938257974,1,1.0,linear,scale
VALE,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.19478714680512565,-0.28976003915404197,0,0.1,linear,scale
TJX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.15600202768363608,0.10049239394469581,1,1.0,linear,scale
CRM,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.21412581203100214,-0.17573621941320802,0,0.4,linear,scale
NFLX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,0.3562656946202256,0.40928596295153064,1,0.4,linear,scale
LRCX,2006-08-10,2007-02-09,2007-02-12,2007-08-10,-0.14971457635564794,0.01544543163891416,1,0.1,linear,scale
CDE,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.3625333957151897,-0.6744992340878372,0,0.2,linear,scale
ORCL,2007-02-12,2007-08-10,2007-08-13,2008-02-11,-0.22366582184676337,-0.28520476822106905,0,0.5,linear,scale
